fixed acidity,volatile acidity,residual sugar,chlorides,total sulfur dioxide,pH,sulphates,wine type
7,0.21,8.6,0.045,221,3.25,0.54,white
7,0.21,8.6,0.045,221,3.25,0.54,white
6.9,0.23,8.3,0.047,162,3.34,0.52,white
7,0.21,8.7,0.045,222,3.25,0.54,white
7,0.21,8.6,0.045,221,3.25,0.54,white
6.8,0.29,13.3,0.053,194,3.09,0.45,white
7.8,0.21,1.2,0.051,89,3.06,0.46,white
7.1,0.31,13.6,0.056,197,3.1,0.49,white
6.8,0.29,13.3,0.053,194,3.09,0.45,white
6.4,0.34,1.1,0.048,84,3.21,0.38,white
7.4,0.155,2.3,0.045,214,3.18,0.61,white
7.2,0.55,1.5,0.108,151,3.07,0.57,white
7,0.23,7.1,0.028,104,3.35,0.47,white
6.9,0.2,6.2,0.027,97,3.38,0.49,white
6.1,0.28,2.5,0.042,218.5,3.27,0.6,white
6.6,0.16,1.4,0.035,186,3.35,0.64,white
7.4,0.155,2.3,0.045,214,3.18,0.61,white
6.2,0.35,1.2,0.06,108,3.26,0.54,white
6.7,0.22,1.6,0.028,102,3.29,0.59,white
6.1,0.38,6.6,0.033,137,3.3,0.69,white
6,0.25,2.2,0.026,126,3.43,0.65,white
6.6,0.52,12.2,0.048,245,3.26,0.54,white
6.9,0.24,20.8,0.031,139,3.2,0.33,white
7.1,0.32,11,0.038,66,3.24,0.4,white
5.8,0.28,2.6,0.054,156,3.53,0.42,white
6.5,0.41,14,0.048,113,3.44,0.53,white
6.5,0.41,14,0.048,113,3.44,0.53,white
6.4,0.28,1.6,0.052,127,3.48,0.56,white
7.2,0.6,9.9,0.07,174,3.03,0.54,white
6.1,0.2,1.2,0.038,128,3.24,0.44,white
5.9,0.46,2.7,0.042,160,3.46,0.51,white
6,0.27,1.6,0.046,113,3.41,0.51,white
6.4,0.28,1.6,0.052,127,3.48,0.56,white
6.4,0.41,14,0.048,113,3.44,0.53,white
6.3,0.23,1.5,0.022,82,3.3,0.4,white
7.1,0.21,8.6,0.056,111,2.95,0.52,white
6,0.37,1,0.053,218.5,3.29,0.72,white
6.1,0.43,9.1,0.059,249,3.37,0.5,white
7.1,0.21,8.6,0.056,111,2.95,0.52,white
7,0.25,15.2,0.047,171,3.22,0.45,white
5.9,0.25,12.4,0.047,162,3.35,0.38,white
6.8,0.32,2.2,0.044,68,3.17,0.39,white
7.2,0.39,11,0.047,178,3.16,0.5,white
6.3,0.21,10,0.081,126,2.95,0.46,white
7,0.14,9,0.039,141,3.22,0.43,white
6.8,0.32,2.2,0.044,68,3.17,0.39,white
7.2,0.39,11,0.047,178,3.16,0.5,white
7.2,0.29,18.15,0.047,182,3.09,0.52,white
8.6,0.37,12.15,0.039,158,3,0.73,white
6.5,0.38,3.4,0.036,200,3.14,0.76,white
6.6,0.24,2,0.023,86,3.25,0.45,white
7,0.17,4.8,0.034,132,3.36,0.48,white
5.5,0.16,4.5,0.03,102,3.24,0.36,white
7,0.24,11,0.029,227,3.03,0.61,white
7.4,0.28,1.1,0.028,105,2.99,0.39,white
7,0.22,1.5,0.037,115,3.11,0.55,white
7.1,0.55,1.7,0.073,165,2.97,0.58,white
6.3,0.22,1.7,0.041,164,3.32,0.56,white
6.7,0.47,8.9,0.043,172,3.22,0.6,white
5.9,0.36,1.3,0.047,104,3.33,0.51,white
5.8,0.25,13.3,0.044,137,3.34,0.42,white
6.7,0.47,8.9,0.043,172,3.22,0.6,white
6.2,0.37,6.6,0.346,200,3.29,0.58,white
6.2,0.18,1.5,0.028,117,3.47,0.54,white
6,0.16,1.5,0.025,117,3.46,0.51,white
6.6,0.34,1.3,0.035,90,3.1,0.42,white
7.4,0.29,1.6,0.045,180,3.34,0.68,white
7.4,0.26,7.6,0.047,177,3.13,0.45,white
7,0.28,1,0.035,70,3.09,0.46,white
7.1,0.23,1.6,0.032,65,3.25,0.4,white
7.8,0.19,8.9,0.039,182,3.18,0.46,white
6.3,0.19,1.8,0.022,158,3.2,0.64,white
6.8,0.2,4.7,0.04,103,3.37,0.58,white
5.7,0.44,7,0.025,173,3.33,0.48,white
7.2,0.4,10.8,0.041,189,3.08,0.49,white
6.8,0.23,1.6,0.026,147,3.29,0.54,white
5.7,0.335,1,0.04,174,3.27,0.66,white
7.2,0.4,10.8,0.041,189,3.08,0.49,white
7.2,0.28,16.7,0.045,200,3.08,0.49,white
6.8,0.19,14.2,0.038,164,3.12,0.48,white
6.4,0.3,2.25,0.038,210,3.2,0.62,white
6.5,0.3,2.25,0.037,210,3.19,0.62,white
7.8,0.18,12.2,0.053,140,3.06,0.53,white
7.8,0.18,12.2,0.053,140,3.06,0.53,white
7.3,0.51,3.3,0.09,135,3.01,0.52,white
6,0.24,1.9,0.048,170,3.64,0.54,white
5.9,0.62,3.5,0.039,152,3.44,0.44,white
6,0.24,1.9,0.048,170,3.64,0.54,white
6.7,0.27,1.3,0.041,138,3.21,0.42,white
7.8,0.34,1.8,0.042,167,3.11,0.41,white
7.3,0.26,5.2,0.04,141,3.16,0.59,white
7.4,0.36,1.4,0.025,55,3.21,0.33,white
7.8,0.28,9,0.036,115,3.17,0.39,white
6.1,0.31,2.2,0.051,167,3.37,0.47,white
6.8,0.18,1.6,0.055,154,3.08,0.45,white
7.4,0.15,1.7,0.045,154,3,0.6,white
5.9,0.13,1.9,0.05,78,3.43,0.64,white
7.2,0.34,12.6,0.048,41,3.19,0.4,white
7.9,0.19,2.1,0.039,143,3.05,0.74,white
7.9,0.19,2.1,0.039,143,3.05,0.74,white
6.9,0.25,1.3,0.038,101,3.03,0.39,white
5.8,0.36,1.7,0.033,96,3.03,0.38,white
5.6,0.35,1,0.038,72,3.37,0.34,white
5.9,0.32,3.3,0.114,140,3.09,0.45,white
7.2,0.31,5,0.04,29,3.04,0.53,white
6.1,0.28,1.8,0.034,116,3.36,0.44,white
5.2,0.36,1.6,0.031,104,3.44,0.35,white
5.6,0.19,4.5,0.03,112,3.56,0.45,white
6.4,0.1,4.9,0.048,103,3.43,0.79,white
6.4,0.18,4,0.186,150,3.06,0.4,white
7.4,0.25,13.2,0.067,178,3.01,0.48,white
7.4,0.25,13.2,0.067,178,3.01,0.48,white
7.4,0.25,13.2,0.067,178,3.01,0.48,white
7.9,0.345,15.3,0.047,171,3.09,0.51,white
7.9,0.345,15.3,0.047,171,3.09,0.51,white
7.4,0.25,13.2,0.067,178,3.01,0.48,white
6.1,0.24,1.5,0.045,61,3.31,0.54,white
6.8,0.25,4.55,0.053,211,3.37,0.67,white
6.7,0.31,9.9,0.04,175,3.46,0.55,white
7.2,0.46,10.4,0.05,192,3.16,0.42,white
5.5,0.35,1.1,0.045,167,3.34,0.68,white
6.7,0.24,8.7,0.036,148,3.22,0.62,white
6.8,0.28,13.9,0.047,162,3.21,0.51,white
6.4,0.16,1.4,0.04,149,3.49,0.58,white
6.3,0.26,7.2,0.039,172,3.49,0.64,white
7.7,0.22,1.9,0.052,87,3.3,0.49,white
6.5,0.18,1.7,0.044,127,3.49,0.5,white
7.2,0.46,10.4,0.05,192,3.16,0.42,white
7,0.3,13.6,0.05,168,3.07,0.52,white
9.2,0.25,1.2,0.026,93,2.93,0.37,white
7.8,0.28,1.6,0.028,118,3,0.38,white
7,0.3,13.6,0.05,168,3.07,0.52,white
7.8,0.28,1.6,0.028,118,3,0.38,white
9.2,0.25,1.2,0.026,93,2.93,0.37,white
8.4,0.35,12.2,0.046,160,2.98,0.65,white
6.1,0.41,1.6,0.049,137,3.32,0.5,white
5.9,0.21,12.1,0.044,165,3.25,0.39,white
7.2,0.34,4.2,0.047,144,3.01,0.76,white
6.7,0.21,9.1,0.049,150,3.12,0.74,white
5.9,0.37,1.6,0.057,128,3.24,0.48,white
7.7,0.34,8.8,0.063,184,3.09,0.63,white
7.4,0.3,1.4,0.046,135,3.08,0.77,white
6.8,0.51,4.2,0.066,165,3.2,0.42,white
7.8,0.22,10.3,0.059,99,3.12,0.47,white
7.2,0.35,12.4,0.051,37,3.13,0.39,white
6,0.26,2.2,0.048,153,3.08,0.61,white
6.1,0.26,2.2,0.05,154,3.08,0.6,white
6.5,0.28,5.2,0.04,179,3.19,0.69,white
7.4,0.41,10.8,0.051,194,3.05,0.46,white
6.5,0.28,2.7,0.038,107,3.32,0.41,white
6.7,0.34,16.3,0.047,181,3.04,0.56,white
7.2,0.2,2.7,0.032,151,3.16,0.39,white
7.4,0.2,1.9,0.035,138,3.17,0.44,white
8.2,0.22,1.8,0.047,185,3.13,0.5,white
8.2,0.23,1.8,0.047,187,3.13,0.5,white
7.1,0.22,2.8,0.033,153,3.15,0.38,white
6.5,0.28,2.7,0.038,107,3.32,0.41,white
6,0.38,6,0.034,134,3.38,0.38,white
7.4,0.41,10.8,0.051,194,3.05,0.46,white
5.7,0.18,4.2,0.042,111,3.35,0.39,white
7.3,0.3,6.4,0.056,168,3.13,0.35,white
7.4,0.24,10.7,0.042,81,2.86,0.36,white
6.6,0.25,1.6,0.046,134,3.42,0.51,white
7.4,0.24,10.7,0.042,81,2.86,0.36,white
7.4,0.26,7.9,0.049,157,3.13,0.48,white
6.1,0.32,1.7,0.034,136,3.47,0.5,white
6.9,0.28,2.1,0.036,121,3.42,0.49,white
7,0.23,5.8,0.04,136,3.19,0.58,white
7.1,0.31,14.5,0.059,148,2.94,0.44,white
7.3,0.2,1.2,0.037,119,3.32,0.49,white
6.9,0.41,10.1,0.043,152,3.2,0.52,white
6.4,0.45,1.1,0.03,131,2.97,0.28,white
6.4,0.475,1,0.03,131,2.97,0.29,white
6.3,0.27,0.9,0.051,140,3.45,0.5,white
6.9,0.41,10.1,0.043,152,3.2,0.52,white
7,0.29,4.9,0.034,127,3.17,0.44,white
5.9,0.27,11.4,0.036,115,3.35,0.48,white
6.9,0.19,1.4,0.036,55,3.08,0.68,white
6.7,0.3,1.4,0.18,160,3.11,0.54,white
7.2,0.24,1.4,0.045,106,2.88,0.38,white
6.4,0.45,1.1,0.03,131,2.97,0.28,white
6.4,0.475,1,0.03,131,2.97,0.29,white
6.3,0.26,1.5,0.052,134,2.99,0.61,white
6.3,0.26,1.5,0.052,134,2.99,0.61,white
7.3,0.25,7.5,0.049,158,3.43,0.38,white
7.3,0.25,7.5,0.049,158,3.43,0.38,white
6.1,0.28,17.75,0.044,161,3.34,0.48,white
7.4,0.37,5.7,0.061,94,3.48,0.69,white
6.5,0.36,3.2,0.037,119,3.25,0.65,white
7.4,0.24,4.3,0.032,95,3.09,0.39,white
7.5,0.23,11,0.047,133,2.99,0.38,white
7.5,0.21,10.9,0.045,133,3,0.36,white
7.5,0.21,10.9,0.045,133,3,0.36,white
7.5,0.23,11,0.047,133,2.99,0.38,white
7.8,0.32,2.4,0.037,101,3.21,0.65,white
7.8,0.26,1.9,0.051,195,3.23,0.5,white
7.7,0.24,1.8,0.051,190,3.23,0.5,white
7.4,0.19,1.4,0.057,135,3.12,0.5,white
6.5,0.46,16.8,0.084,222,3.18,0.58,white
6.5,0.26,8.9,0.083,171,2.85,0.5,white
5.3,0.32,6.6,0.043,141,3.36,0.6,white
7.2,0.24,1.1,0.045,64,3.23,0.51,white
6,0.36,1.4,0.066,128,3.26,0.55,white
6.2,0.24,13.3,0.039,130,3.33,0.46,white
7.6,0.56,10.4,0.096,177,3.32,0.45,white
7,0.32,6.2,0.048,228,3.23,0.62,white
7,0.32,6.2,0.048,228,3.23,0.62,white
5.8,0.31,1.2,0.036,99,3.18,0.6,white
7,0.23,18.05,0.05,144,3.22,0.42,white
7,0.23,18.05,0.05,144,3.22,0.42,white
6.9,0.24,4.8,0.04,131,3.26,0.64,white
6,0.29,12.6,0.045,187,3.33,0.42,white
6.1,0.17,4.5,0.033,150,3.43,0.49,white
5.9,0.14,4.5,0.027,140,3.49,0.51,white
6.2,0.17,4.7,0.037,133,3.41,0.46,white
7.4,0.28,11.9,0.053,148,3.1,0.62,white
5.6,0.35,5,0.046,198,3.3,0.71,white
5.8,0.335,5.8,0.046,197,3.3,0.71,white
5.6,0.235,1.2,0.047,127,3.34,0.5,white
6.1,0.28,12.9,0.054,189,3.25,0.43,white
6.3,0.21,13.9,0.046,179,3.36,0.5,white
6.4,0.24,11.5,0.05,163,3.31,0.45,white
6.4,0.24,11.4,0.051,166,3.31,0.45,white
6.3,0.26,7.8,0.058,166,3.24,0.41,white
6.5,0.33,1.1,0.061,151,3.09,0.57,white
7.4,0.105,12.2,0.05,146,3.16,0.37,white
6,0.32,5.9,0.041,190,3.16,0.72,white
7.1,0.26,14.4,0.067,189,3.07,0.53,white
7.1,0.26,14.4,0.067,189,3.07,0.53,white
7.1,0.26,14.4,0.067,189,3.07,0.53,white
7.1,0.26,14.4,0.067,189,3.07,0.53,white
5.9,0.24,12.3,0.053,134,3.34,0.45,white
6.5,0.21,2.5,0.048,138,3.33,0.75,white
7.7,0.27,5.3,0.03,117,3.11,0.42,white
9,0.27,4.9,0.028,95,3.04,0.4,white
7.3,0.34,3.2,0.05,136,3.25,0.44,white
6.6,0.27,3.1,0.052,188,3.24,0.4,white
6.8,0.29,1.4,0.038,234.5,3.15,0.47,white
7.1,0.28,1.9,0.049,86,3.15,0.38,white
6.8,0.25,14,0.032,133,3.37,0.5,white
7,0.57,8.3,0.094,188,3.4,0.47,white
7.1,0.28,1.9,0.049,86,3.15,0.38,white
7.1,0.17,7.4,0.052,182,3.35,0.52,white
7.8,0.28,1.4,0.056,130,3.28,0.48,white
6.8,0.22,1.7,0.036,195,3.35,0.72,white
7.1,0.17,7.4,0.052,182,3.35,0.52,white
6.1,0.14,1.3,0.047,173,3.35,0.46,white
6.4,0.24,11.6,0.047,211,3.18,0.57,white
7.8,0.42,9.2,0.058,199,3.14,0.55,white
6.6,0.28,1.7,0.038,101,3.29,0.57,white
7.1,0.32,14.5,0.039,150,3.38,0.5,white
6.7,0.31,2.1,0.038,130,3.36,0.63,white
6.4,0.32,10.7,0.047,206,3.08,0.6,white
6.1,0.28,6.9,0.056,201,3.19,0.4,white
5.9,0.29,12,0.057,224,3.23,0.41,white
5.8,0.32,4.75,0.033,94,3.42,0.42,white
5.8,0.32,4.75,0.033,94,3.42,0.42,white
5.7,0.32,4.75,0.033,94,3.42,0.42,white
6.7,0.28,1.4,0.043,159,3.17,0.39,white
6.8,0.34,1.3,0.058,171,3.06,0.47,white
5.9,0.25,11.3,0.052,165,3.24,0.44,white
6.4,0.27,4.5,0.24,174,3.12,0.48,white
8.1,0.46,1.7,0.052,183,3.03,0.42,white
6.2,0.36,13.2,0.051,201,3.25,0.46,white
6.8,0.22,5.5,0.043,114,3.3,0.53,white
6.8,0.67,13,0.29,193,3.08,0.67,white
7.2,0.28,10.7,0.044,222,3.14,0.5,white
6.7,0.17,2,0.039,125,3.26,0.6,white
6.9,0.2,1.9,0.043,136,3.31,0.6,white
6.1,0.36,6.4,0.037,198,3.17,0.62,white
6,0.36,6.3,0.036,191,3.17,0.62,white
5.9,0.37,6.3,0.036,185,3.17,0.63,white
7.6,0.29,17.5,0.041,225,3.16,0.66,white
6.3,0.34,14.7,0.047,198,3.23,0.46,white
6.7,0.19,1,0.022,94,3.23,0.57,white
7.5,0.31,14.8,0.039,204,3.06,0.6,white
7.5,0.31,14.8,0.039,204,3.06,0.6,white
7.4,0.31,14.2,0.042,204,3.06,0.59,white
8.4,0.4,13.1,0.042,197,3.06,0.64,white
5.9,0.34,2.4,0.03,135,3.41,0.78,white
6.6,0.38,1.2,0.042,84,3.22,0.45,white
6.4,0.33,1.1,0.038,110,3.12,0.42,white
5.6,0.25,3.6,0.037,115,3.42,0.5,white
8.6,0.27,6.1,0.032,41,2.89,0.34,white
6.2,0.31,6.3,0.041,218,3.15,0.6,white
7.2,0.18,4.4,0.046,166,3.13,0.62,white
7.7,0.2,13.9,0.05,130,3.11,0.48,white
6.2,0.47,1,0.044,98,3.14,0.46,white
6.1,0.25,12.1,0.046,172,3.35,0.45,white
8.2,0.27,1.6,0.035,128,3.1,0.5,white
8.2,0.27,1.6,0.035,128,3.1,0.5,white
6.4,0.31,7.5,0.04,213,3.32,0.43,white
6,0.39,2.7,0.038,187,3.41,0.5,white
6.2,0.21,1.7,0.038,150,3.49,0.71,white
7.7,0.42,9.2,0.048,221,3.06,0.61,white
7,0.27,18.75,0.042,157,2.96,0.5,white
6.2,0.21,1.7,0.038,150,3.49,0.71,white
7.4,0.29,1.8,0.042,127,3.45,0.5,white
6.6,0.29,9,0.053,178,3.02,0.45,white
6,0.3,1.5,0.046,182,3.5,0.52,white
6.9,0.31,1.6,0.032,128,3.37,0.47,white
6.6,0.33,1.3,0.02,89,3.26,0.44,white
7.8,0.3,1.8,0.028,122,3.14,0.39,white
6.4,0.39,1.2,0.041,136,3.15,0.46,white
6.4,0.24,2.8,0.038,114,3.37,0.66,white
7,0.21,8,0.057,101,2.99,0.59,white
6.4,0.16,5.3,0.043,157,3.35,0.47,white
6,0.33,0.8,0.185,188,3.12,0.62,white
6.5,0.23,13.8,0.042,139,3.35,0.56,white
6.2,0.25,10,0.044,240,3.25,0.47,white
8.8,0.28,6,0.022,49,3.01,0.33,white
6.6,0.25,14.4,0.052,183,3.02,0.5,white
6.9,0.38,9.8,0.04,191,3.28,0.61,white
6.4,0.25,5.5,0.038,129,3.14,0.49,white
6.6,0.25,14.4,0.052,183,3.02,0.5,white
6.9,0.38,9.8,0.04,191,3.28,0.61,white
7.1,0.21,3.8,0.021,142,3.17,0.39,white
6.4,0.25,5.5,0.038,129,3.14,0.49,white
6.9,0.39,4.6,0.022,19,3.31,0.37,white
5.8,0.2,1.5,0.031,57,3.44,0.55,white
7,0.2,2,0.03,136,3.28,0.61,white
5.9,0.26,12.5,0.034,152,3.33,0.43,white
7.4,0.38,7.5,0.041,160,3.17,0.43,white
7.4,0.2,2.1,0.022,113,3.26,0.55,white
7,0.21,8.5,0.033,253,3.22,0.56,white
7.2,0.29,7.6,0.024,177,3.04,0.32,white
6.9,0.18,8.1,0.049,176,3.3,0.54,white
7.3,0.3,7.35,0.025,175,3.04,0.32,white
7.2,0.29,7.6,0.024,177,3.04,0.32,white
6.9,0.2,10,0.036,167,3.15,0.55,white
6.7,0.2,14,0.038,160,3.16,0.5,white
7,0.21,8.5,0.033,253,3.22,0.56,white
5.9,0.35,2.2,0.11,138,3.09,0.5,white
7.1,0.28,1.8,0.032,107,3.25,0.48,white
5.8,0.25,11.1,0.056,175,3.42,0.43,white
6.8,0.22,15.2,0.051,178,3.4,0.85,white
7.1,0.14,1.2,0.051,136,3.3,0.96,white
7.1,0.13,1.2,0.047,134,3.3,0.97,white
6.9,0.18,8.1,0.049,176,3.3,0.54,white
7,0.2,8.1,0.05,173,3.3,0.54,white
6.8,0.24,19.3,0.057,247,3,0.56,white
5,0.44,18.6,0.039,128,3.37,0.57,white
6.3,0.3,5,0.042,168,3.22,0.69,white
7.2,0.27,1.6,0.05,135,2.94,0.46,white
6.7,0.5,13.4,0.078,238,3.08,0.44,white
6.8,0.2,1.6,0.028,46,3.21,0.6,white
6.7,0.11,8.8,0.043,113,3.42,0.4,white
6.7,0.11,8.8,0.043,113,3.42,0.4,white
6.8,0.12,5.2,0.045,120,3.41,0.46,white
6.6,0.16,1.1,0.13,140,3.12,0.39,white
6.6,0.21,1.1,0.135,144,3.12,0.39,white
6.1,0.27,16.7,0.039,172,3.4,0.45,white
9.1,0.27,10.6,0.035,124,3.2,0.46,white
6.4,0.225,2.2,0.115,104,3.24,0.58,white
8.3,0.14,1.5,0.039,98,3.02,0.56,white
7.2,0.23,13.7,0.052,197,3.12,0.53,white
6.9,0.22,15,0.053,178,3.37,0.82,white
8.1,0.17,14.1,0.053,145,3.28,0.75,white
6,0.395,1.4,0.042,55,3.37,0.38,white
7.8,0.29,9.5,0.056,213,3.08,0.61,white
6.9,0.22,15,0.053,178,3.37,0.82,white
8.1,0.17,14.1,0.053,145,3.28,0.75,white
7.2,0.23,13.7,0.052,197,3.12,0.53,white
7.6,0.3,10.6,0.039,119,3.27,0.3,white
7.7,0.34,11,0.04,117,3.27,0.29,white
7.7,0.34,11,0.04,117,3.27,0.29,white
5.8,0.34,7,0.037,116,3.46,0.45,white
7.6,0.3,10.6,0.039,119,3.27,0.3,white
7.7,0.34,11,0.04,117,3.27,0.29,white
5.9,0.24,2,0.033,92,3.39,0.69,white
6.4,0.46,4.9,0.046,144,3.1,0.56,white
5.9,0.24,2,0.033,92,3.39,0.69,white
7.4,0.32,1.4,0.049,173,3.03,0.52,white
7.2,0.31,7.3,0.05,157,3.09,0.43,white
7.8,0.42,8.8,0.054,215,3.02,0.58,white
6.9,0.24,12.5,0.046,153,3.28,0.77,white
5.4,0.18,4.8,0.041,113,3.42,0.4,white
6,0.18,1.4,0.036,75,3.34,0.58,white
7.8,0.27,11.2,0.036,161,3.06,0.41,white
6,0.28,6.8,0.048,222,3.19,0.47,white
6.8,0.39,11.6,0.044,220,3.07,0.53,white
6.6,0.21,11.4,0.039,165,3.41,0.44,white
7.3,0.32,6.6,0.032,112,3.22,0.46,white
7.8,0.27,11.2,0.036,161,3.06,0.41,white
6.4,0.31,13.2,0.046,205,3.17,0.41,white
6.2,0.29,13.1,0.046,204,3.16,0.41,white
6,0.39,12,0.046,246,3.15,0.38,white
6.2,0.3,13.4,0.046,206,3.17,0.43,white
6,0.28,6.8,0.048,222,3.19,0.47,white
6,0.41,1.5,0.063,120,3.21,0.56,white
6.4,0.35,1.1,0.055,160,3.42,0.5,white
6.5,0.26,16.5,0.045,166,3.38,0.46,white
7.9,0.35,15.6,0.072,229,3.03,0.59,white
6.2,0.3,2.8,0.04,125,3.01,0.46,white
8.4,0.18,5.1,0.036,77,3.16,0.52,white
6.6,0.56,8.9,0.034,133,3.2,0.51,white
6.2,0.3,2.8,0.04,125,3.01,0.46,white
6.6,0.56,8.9,0.034,133,3.2,0.51,white
6.6,0.36,1.6,0.021,85,3.41,0.61,white
7.3,0.655,10.2,0.071,212,2.96,0.58,white
6.8,0.18,5.4,0.053,104,3.3,0.43,white
6.7,0.19,6.2,0.047,117,3.34,0.43,white
8.4,0.18,5.1,0.036,77,3.16,0.52,white
7,0.21,7.2,0.042,167,3.26,0.56,white
6.8,0.25,8.1,0.046,155,3.33,0.59,white
7.4,0.24,2,0.031,139,3.28,0.48,white
7.1,0.16,10.7,0.044,90,3.16,0.44,white
7.1,0.16,1.2,0.043,90,3.16,0.42,white
7.3,0.205,1.7,0.06,110,3.72,0.69,white
7.4,0.17,5.5,0.037,161,3.05,0.62,white
7.3,0.3,2.7,0.044,108,3.36,0.53,white
6.9,0.25,1.3,0.035,82,3.18,0.44,white
7.3,0.205,1.7,0.06,110,3.72,0.69,white
7.5,0.42,4.3,0.04,108,3.14,0.45,white
7.3,0.25,2.1,0.034,177,3.25,0.4,white
7.3,0.25,2.1,0.034,177,3.25,0.4,white
7.3,0.25,2.1,0.034,177,3.25,0.4,white
7.5,0.34,6,0.034,126,3.16,0.39,white
7.6,0.33,6.3,0.036,126,3.16,0.39,white
8.7,0.23,13.4,0.044,169,3.12,0.47,white
8.7,0.23,13.4,0.044,169,3.12,0.47,white
6.9,0.19,1.7,0.036,101,3.21,0.54,white
7.3,0.21,1.6,0.034,118,3.3,0.5,white
7.3,0.21,1.6,0.034,118,3.3,0.5,white
6.6,0.22,15.4,0.035,153,3.02,0.4,white
9.2,0.34,1.2,0.026,73,3.08,0.39,white
8.7,0.23,13.4,0.044,169,3.12,0.47,white
6,0.2,1.8,0.03,105,3.31,0.47,white
6.9,0.19,1.7,0.036,101,3.21,0.54,white
8.2,0.38,13.6,0.042,166,3.1,0.54,white
6.9,0.18,1.3,0.036,117,3.27,0.95,white
7.7,0.34,11.1,0.039,151,3.06,0.49,white
6.9,0.18,1.3,0.036,117,3.27,0.95,white
7.4,0.2,2.1,0.038,116,3.49,0.77,white
8.2,0.38,13.6,0.042,166,3.1,0.54,white
8.2,0.4,13.7,0.042,169,3.1,0.52,white
6.7,0.22,10.2,0.038,149,3.17,0.54,white
6.6,0.3,4.8,0.17,166,3.18,0.47,white
8.1,0.27,1.7,0.03,103,3.22,0.63,white
7.3,0.25,14.2,0.041,182,3.29,0.75,white
4.8,0.34,6.5,0.028,163,3.36,0.61,white
6.2,0.28,1.7,0.029,111,3.24,0.5,white
4.8,0.33,6.5,0.028,163,3.35,0.61,white
6.1,0.27,2.2,0.021,117,3.12,0.3,white
6.9,0.18,1.3,0.036,117,3.27,0.95,white
7.8,0.18,12.6,0.042,143,3.24,0.76,white
7.3,0.28,14.4,0.04,173,3.28,0.82,white
7.3,0.24,1.2,0.037,97,3.19,0.7,white
6,0.45,9.7,0.08,159,3.04,0.48,white
7.7,0.34,11.1,0.039,151,3.06,0.49,white
6.3,0.26,4,0.03,125,3.06,0.34,white
10.3,0.17,1.4,0.037,33,2.89,0.28,white
7.7,0.15,1.3,0.029,64,3.35,0.39,white
7.1,0.21,2.2,0.037,141,3.2,0.57,white
6.9,0.36,4.2,0.018,119,3.28,0.36,white
6,0.28,1.6,0.119,104,3.19,0.38,white
6.2,0.16,1.4,0.126,110,3.23,0.37,white
6.9,0.12,2.2,0.037,111,3.41,0.82,white
7.1,0.21,2.2,0.037,141,3.2,0.57,white
8.8,0.36,1.9,0.04,121,3.19,0.48,white
7.4,0.26,6,0.022,125,3.13,0.55,white
7.4,0.26,6,0.022,125,3.13,0.55,white
6.8,0.23,12.2,0.035,236,3.35,0.52,white
6.1,0.34,2.6,0.024,105,3.4,0.67,white
7.3,0.26,1.6,0.04,173,3.19,0.51,white
6.5,0.3,2,0.044,90,3.37,0.68,white
7.3,0.26,1.6,0.04,173,3.19,0.51,white
6.5,0.3,2,0.044,90,3.37,0.68,white
5,0.31,6.4,0.046,166,3.3,0.63,white
5.8,0.26,1.2,0.031,114,3.42,0.4,white
5.9,0.26,1,0.036,114,3.58,0.48,white
7,0.31,1.4,0.037,128,3.12,0.36,white
5.8,0.26,1.2,0.031,114,3.42,0.4,white
5.6,0.19,1.1,0.043,67,3.23,0.53,white
6.8,0.18,8.7,0.047,242,3.22,0.53,white
7,0.29,1.6,0.044,87,3.08,0.46,white
6.6,0.26,1.4,0.039,67,3.05,0.49,white
6.8,0.18,8.5,0.047,242,3.22,0.53,white
6.6,0.2,7.9,0.052,145,3.32,0.56,white
8,0.29,13.2,0.046,113,3.25,0.37,white
6.1,0.28,12.8,0.048,229,3.08,0.4,white
5.9,0.31,7.7,0.047,206,3.2,0.39,white
6.9,0.21,2.4,0.056,159,3.02,0.47,white
8.4,0.19,1.6,0.047,101,3.06,0.65,white
8.3,0.27,1.3,0.048,72,3.08,0.61,white
7.1,0.25,2.1,0.036,124,3.28,0.43,white
8,0.23,9.6,0.054,159,3.32,0.47,white
7.5,0.24,13,0.049,217,3.08,0.53,white
6.3,0.33,5.8,0.04,144,3.15,0.63,white
6.2,0.33,5.6,0.042,143,3.15,0.63,white
6.3,0.34,5.8,0.041,145,3.15,0.63,white
5.8,0.29,0.8,0.038,30,3.36,0.35,white
8,0.32,1.2,0.05,88,3.24,0.37,white
5.6,0.29,0.8,0.038,30,3.36,0.35,white
7.4,0.13,4.7,0.042,137,3.36,0.56,white
7.7,0.3,1.6,0.037,124,2.93,0.33,white
7,0.24,1.4,0.031,107,3.06,0.39,white
8.6,0.18,1.1,0.04,107,2.94,0.32,white
7,0.11,4.6,0.057,144,3.55,0.44,white
7.7,0.32,10.6,0.036,153,3.13,0.44,white
7.7,0.32,10.6,0.036,153,3.13,0.44,white
6.5,0.26,12.9,0.044,215,3.17,0.43,white
7.9,0.28,2,0.044,152,3.45,0.49,white
6.3,0.27,2.9,0.047,100,3.28,0.43,white
5.4,0.595,2.8,0.042,80,3.36,0.38,white
6.7,0.25,2.9,0.057,173,3.02,0.48,white
6.5,0.25,12,0.055,179,3.58,0.47,white
